sample_id,y_true,majority_pred,vote_entropy,unique_predictions,majority_fraction,conflict_ratio,is_conflict
150,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
151,1,1,-0.0,1,1.0,0.0,False
152,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
153,1,0,-0.0,1,1.0,0.0,False
154,0,0,-0.0,1,1.0,0.0,False
155,1,1,-0.0,1,1.0,0.0,False
156,1,1,0.9709505944546686,2,0.6,0.4,True
157,1,1,-0.0,1,1.0,0.0,False
158,1,1,-0.0,1,1.0,0.0,False
159,1,1,-0.0,1,1.0,0.0,False
160,1,1,-0.0,1,1.0,0.0,False
161,1,1,-0.0,1,1.0,0.0,False
162,1,1,-0.0,1,1.0,0.0,False
163,1,1,-0.0,1,1.0,0.0,False
164,1,0,-0.0,1,1.0,0.0,False
165,1,1,-0.0,1,1.0,0.0,False
166,1,1,-0.0,1,1.0,0.0,False
167,1,0,-0.0,1,1.0,0.0,False
168,0,0,-0.0,1,1.0,0.0,False
169,1,1,-0.0,1,1.0,0.0,False
170,1,0,-0.0,1,1.0,0.0,False
171,0,0,-0.0,1,1.0,0.0,False
172,1,1,-0.0,1,1.0,0.0,False
173,1,1,-0.0,1,1.0,0.0,False
174,1,1,-0.0,1,1.0,0.0,False
175,0,0,-0.0,1,1.0,0.0,False
176,1,1,-0.0,1,1.0,0.0,False
177,1,1,-0.0,1,1.0,0.0,False
178,1,0,-0.0,1,1.0,0.0,False
179,0,0,-0.0,1,1.0,0.0,False
180,1,1,-0.0,1,1.0,0.0,False
181,0,0,-0.0,1,1.0,0.0,False
182,0,0,-0.0,1,1.0,0.0,False
183,0,0,-0.0,1,1.0,0.0,False
184,0,0,-0.0,1,1.0,0.0,False
185,1,0,-0.0,1,1.0,0.0,False
186,1,1,-0.0,1,1.0,0.0,False
187,1,1,-0.0,1,1.0,0.0,False
188,0,0,-0.0,1,1.0,0.0,False
189,1,1,-0.0,1,1.0,0.0,False
190,0,0,-0.0,1,1.0,0.0,False
191,1,0,-0.0,1,1.0,0.0,False
192,1,1,-0.0,1,1.0,0.0,False
193,0,0,-0.0,1,1.0,0.0,False
194,0,0,-0.0,1,1.0,0.0,False
195,0,0,-0.0,1,1.0,0.0,False
196,0,0,-0.0,1,1.0,0.0,False
197,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
198,1,1,-0.0,1,1.0,0.0,False
199,1,0,-0.0,1,1.0,0.0,False
200,1,0,-0.0,1,1.0,0.0,False
201,0,0,-0.0,1,1.0,0.0,False
202,1,1,-0.0,1,1.0,0.0,False
203,0,0,-0.0,1,1.0,0.0,False
204,0,0,-0.0,1,1.0,0.0,False
205,1,1,-0.0,1,1.0,0.0,False
206,1,1,-0.0,1,1.0,0.0,False
207,1,0,1.0,2,0.5,0.5,True
208,0,0,-0.0,1,1.0,0.0,False
209,0,0,-0.0,1,1.0,0.0,False
210,1,1,-0.0,1,1.0,0.0,False
211,1,0,-0.0,1,1.0,0.0,False
212,0,0,-0.0,1,1.0,0.0,False
213,0,0,-0.0,1,1.0,0.0,False
214,0,0,-0.0,1,1.0,0.0,False
215,1,1,-0.0,1,1.0,0.0,False
216,0,0,-0.0,1,1.0,0.0,False
217,0,0,-0.0,1,1.0,0.0,False
218,0,0,-0.0,1,1.0,0.0,False
219,1,0,-0.0,1,1.0,0.0,False
220,0,0,-0.0,1,1.0,0.0,False
221,0,0,-0.0,1,1.0,0.0,False
222,0,0,0.8812908992306927,2,0.7,0.30000000000000004,True
223,1,1,-0.0,1,1.0,0.0,False
224,0,0,-0.0,1,1.0,0.0,False
225,1,0,0.9709505944546686,2,0.6,0.4,True
226,0,0,-0.0,1,1.0,0.0,False
227,1,1,-0.0,1,1.0,0.0,False
228,0,0,-0.0,1,1.0,0.0,False
229,0,0,-0.0,1,1.0,0.0,False
230,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
231,1,1,0.7219280948873623,2,0.8,0.19999999999999996,True
232,1,0,-0.0,1,1.0,0.0,False
233,0,0,-0.0,1,1.0,0.0,False
234,1,1,-0.0,1,1.0,0.0,False
235,1,1,-0.0,1,1.0,0.0,False
236,1,0,0.7219280948873623,2,0.8,0.19999999999999996,True
237,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
238,1,1,-0.0,1,1.0,0.0,False
239,1,0,-0.0,1,1.0,0.0,False
240,0,0,-0.0,1,1.0,0.0,False
241,0,0,-0.0,1,1.0,0.0,False
242,1,0,-0.0,1,1.0,0.0,False
243,1,1,-0.0,1,1.0,0.0,False
244,1,1,-0.0,1,1.0,0.0,False
245,0,0,-0.0,1,1.0,0.0,False
246,1,0,-0.0,1,1.0,0.0,False
247,1,1,-0.0,1,1.0,0.0,False
248,1,1,-0.0,1,1.0,0.0,False
249,0,0,-0.0,1,1.0,0.0,False
250,0,0,-0.0,1,1.0,0.0,False
251,0,0,-0.0,1,1.0,0.0,False
252,1,0,-0.0,1,1.0,0.0,False
253,0,0,-0.0,1,1.0,0.0,False
254,1,1,-0.0,1,1.0,0.0,False
255,1,1,-0.0,1,1.0,0.0,False
256,1,1,-0.0,1,1.0,0.0,False
257,0,0,-0.0,1,1.0,0.0,False
258,1,0,-0.0,1,1.0,0.0,False
259,0,0,-0.0,1,1.0,0.0,False
260,0,0,-0.0,1,1.0,0.0,False
261,1,0,-0.0,1,1.0,0.0,False
262,0,0,-0.0,1,1.0,0.0,False
263,1,1,-0.0,1,1.0,0.0,False
264,1,1,-0.0,1,1.0,0.0,False
265,1,1,-0.0,1,1.0,0.0,False
266,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
267,0,0,-0.0,1,1.0,0.0,False
268,0,0,-0.0,1,1.0,0.0,False
269,1,1,-0.0,1,1.0,0.0,False
270,1,1,-0.0,1,1.0,0.0,False
271,0,0,-0.0,1,1.0,0.0,False
272,1,1,-0.0,1,1.0,0.0,False
273,1,1,-0.0,1,1.0,0.0,False
274,1,1,-0.0,1,1.0,0.0,False
275,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
276,1,0,-0.0,1,1.0,0.0,False
277,0,0,-0.0,1,1.0,0.0,False
278,1,1,-0.0,1,1.0,0.0,False
279,1,1,-0.0,1,1.0,0.0,False
280,0,0,-0.0,1,1.0,0.0,False
281,1,0,-0.0,1,1.0,0.0,False
282,1,0,-0.0,1,1.0,0.0,False
283,1,1,-0.0,1,1.0,0.0,False
284,1,1,-0.0,1,1.0,0.0,False
285,0,0,-0.0,1,1.0,0.0,False
286,1,0,-0.0,1,1.0,0.0,False
287,1,1,-0.0,1,1.0,0.0,False
288,0,0,-0.0,1,1.0,0.0,False
289,1,1,0.8812908992306927,2,0.7,0.30000000000000004,True
290,0,0,-0.0,1,1.0,0.0,False
291,1,0,0.8812908992306927,2,0.7,0.30000000000000004,True
292,1,0,-0.0,1,1.0,0.0,False
293,0,0,-0.0,1,1.0,0.0,False
294,0,0,-0.0,1,1.0,0.0,False
295,0,0,0.7219280948873623,2,0.8,0.19999999999999996,True
296,1,1,-0.0,1,1.0,0.0,False
297,0,0,-0.0,1,1.0,0.0,False
298,1,1,-0.0,1,1.0,0.0,False
299,0,0,-0.0,1,1.0,0.0,False
300,1,1,-0.0,1,1.0,0.0,False
301,1,0,1.0,2,0.5,0.5,True
302,0,0,-0.0,1,1.0,0.0,False
303,1,0,-0.0,1,1.0,0.0,False
304,0,0,1.0,2,0.5,0.5,True
305,0,0,-0.0,1,1.0,0.0,False
306,1,1,-0.0,1,1.0,0.0,False
307,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
308,1,1,-0.0,1,1.0,0.0,False
309,1,1,-0.0,1,1.0,0.0,False
310,1,1,-0.0,1,1.0,0.0,False
311,0,0,-0.0,1,1.0,0.0,False
312,0,0,0.7219280948873623,2,0.8,0.19999999999999996,True
313,0,0,-0.0,1,1.0,0.0,False
314,0,0,-0.0,1,1.0,0.0,False
315,1,1,-0.0,1,1.0,0.0,False
316,1,0,-0.0,1,1.0,0.0,False
317,0,0,-0.0,1,1.0,0.0,False
318,1,1,-0.0,1,1.0,0.0,False
319,0,0,-0.0,1,1.0,0.0,False
320,0,0,-0.0,1,1.0,0.0,False
321,0,0,-0.0,1,1.0,0.0,False
322,0,0,-0.0,1,1.0,0.0,False
323,1,1,-0.0,1,1.0,0.0,False
324,0,0,-0.0,1,1.0,0.0,False
325,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
326,1,1,-0.0,1,1.0,0.0,False
327,1,0,-0.0,1,1.0,0.0,False
328,1,1,0.8812908992306927,2,0.7,0.30000000000000004,True
329,1,1,-0.0,1,1.0,0.0,False
330,1,1,-0.0,1,1.0,0.0,False
331,0,1,0.8812908992306927,2,0.7,0.30000000000000004,True
332,1,1,-0.0,1,1.0,0.0,False
333,0,0,-0.0,1,1.0,0.0,False
334,1,1,-0.0,1,1.0,0.0,False
335,0,0,-0.0,1,1.0,0.0,False
336,0,0,-0.0,1,1.0,0.0,False
337,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
338,1,1,-0.0,1,1.0,0.0,False
339,1,1,-0.0,1,1.0,0.0,False
340,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
341,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
342,0,0,-0.0,1,1.0,0.0,False
343,0,0,-0.0,1,1.0,0.0,False
344,1,1,-0.0,1,1.0,0.0,False
345,1,1,-0.0,1,1.0,0.0,False
346,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
347,1,1,-0.0,1,1.0,0.0,False
348,1,0,-0.0,1,1.0,0.0,False
349,0,0,-0.0,1,1.0,0.0,False
350,1,1,-0.0,1,1.0,0.0,False
351,1,1,-0.0,1,1.0,0.0,False
352,1,0,-0.0,1,1.0,0.0,False
353,0,0,-0.0,1,1.0,0.0,False
354,0,0,-0.0,1,1.0,0.0,False
355,1,0,-0.0,1,1.0,0.0,False
356,0,0,-0.0,1,1.0,0.0,False
357,0,0,-0.0,1,1.0,0.0,False
358,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
359,1,1,-0.0,1,1.0,0.0,False
360,0,0,-0.0,1,1.0,0.0,False
361,0,0,-0.0,1,1.0,0.0,False
362,1,1,-0.0,1,1.0,0.0,False
363,0,0,-0.0,1,1.0,0.0,False
364,0,0,-0.0,1,1.0,0.0,False
365,0,0,-0.0,1,1.0,0.0,False
366,0,0,0.7219280948873623,2,0.8,0.19999999999999996,True
367,1,1,-0.0,1,1.0,0.0,False
368,0,0,-0.0,1,1.0,0.0,False
369,1,0,-0.0,1,1.0,0.0,False
370,0,0,-0.0,1,1.0,0.0,False
371,1,1,-0.0,1,1.0,0.0,False
372,1,1,-0.0,1,1.0,0.0,False
373,0,0,-0.0,1,1.0,0.0,False
374,0,0,-0.0,1,1.0,0.0,False
375,1,1,-0.0,1,1.0,0.0,False
376,1,0,-0.0,1,1.0,0.0,False
377,1,0,-0.0,1,1.0,0.0,False
378,1,1,-0.0,1,1.0,0.0,False
379,0,0,-0.0,1,1.0,0.0,False
380,0,0,-0.0,1,1.0,0.0,False
381,1,1,0.9709505944546686,2,0.6,0.4,True
382,1,1,-0.0,1,1.0,0.0,False
383,1,0,-0.0,1,1.0,0.0,False
384,0,0,-0.0,1,1.0,0.0,False
385,0,0,-0.0,1,1.0,0.0,False
386,1,1,-0.0,1,1.0,0.0,False
387,0,0,-0.0,1,1.0,0.0,False
388,0,0,-0.0,1,1.0,0.0,False
389,0,0,-0.0,1,1.0,0.0,False
390,1,0,-0.0,1,1.0,0.0,False
391,0,0,-0.0,1,1.0,0.0,False
392,1,1,-0.0,1,1.0,0.0,False
393,1,1,-0.0,1,1.0,0.0,False
394,0,0,-0.0,1,1.0,0.0,False
395,0,0,-0.0,1,1.0,0.0,False
396,1,1,-0.0,1,1.0,0.0,False
397,0,0,-0.0,1,1.0,0.0,False
398,0,0,-0.0,1,1.0,0.0,False
399,0,0,0.7219280948873623,2,0.8,0.19999999999999996,True
400,1,1,-0.0,1,1.0,0.0,False
401,0,0,-0.0,1,1.0,0.0,False
402,1,0,-0.0,1,1.0,0.0,False
403,1,1,-0.0,1,1.0,0.0,False
404,0,0,-0.0,1,1.0,0.0,False
405,1,1,-0.0,1,1.0,0.0,False
406,0,0,-0.0,1,1.0,0.0,False
407,1,0,-0.0,1,1.0,0.0,False
408,1,0,-0.0,1,1.0,0.0,False
409,1,1,-0.0,1,1.0,0.0,False
410,0,0,-0.0,1,1.0,0.0,False
411,1,1,-0.0,1,1.0,0.0,False
412,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
413,1,1,-0.0,1,1.0,0.0,False
414,0,0,-0.0,1,1.0,0.0,False
415,0,0,-0.0,1,1.0,0.0,False
416,1,1,-0.0,1,1.0,0.0,False
417,1,1,-0.0,1,1.0,0.0,False
418,1,0,-0.0,1,1.0,0.0,False
419,0,0,-0.0,1,1.0,0.0,False
420,1,1,-0.0,1,1.0,0.0,False
421,0,0,-0.0,1,1.0,0.0,False
422,0,0,-0.0,1,1.0,0.0,False
423,1,1,-0.0,1,1.0,0.0,False
424,0,0,-0.0,1,1.0,0.0,False
425,0,0,0.8812908992306927,2,0.7,0.30000000000000004,True
426,1,0,0.4689955935892812,2,0.9,0.09999999999999998,True
427,0,1,-0.0,1,1.0,0.0,False
428,1,1,-0.0,1,1.0,0.0,False
429,1,0,1.0,2,0.5,0.5,True
430,1,1,-0.0,1,1.0,0.0,False
431,0,0,-0.0,1,1.0,0.0,False
432,1,0,-0.0,1,1.0,0.0,False
433,0,1,-0.0,1,1.0,0.0,False
434,1,1,0.9709505944546686,2,0.6,0.4,True
435,0,0,-0.0,1,1.0,0.0,False
436,0,0,-0.0,1,1.0,0.0,False
437,1,1,-0.0,1,1.0,0.0,False
438,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
439,1,0,-0.0,1,1.0,0.0,False
440,0,0,-0.0,1,1.0,0.0,False
441,0,0,-0.0,1,1.0,0.0,False
442,0,0,-0.0,1,1.0,0.0,False
443,0,0,-0.0,1,1.0,0.0,False
444,1,1,-0.0,1,1.0,0.0,False
445,0,0,-0.0,1,1.0,0.0,False
446,0,0,-0.0,1,1.0,0.0,False
447,0,0,-0.0,1,1.0,0.0,False
448,1,0,-0.0,1,1.0,0.0,False
449,1,1,-0.0,1,1.0,0.0,False
450,1,0,-0.0,1,1.0,0.0,False
451,1,1,-0.0,1,1.0,0.0,False
452,1,1,-0.0,1,1.0,0.0,False
453,0,1,-0.0,1,1.0,0.0,False
454,0,0,-0.0,1,1.0,0.0,False
455,0,0,-0.0,1,1.0,0.0,False
456,1,1,-0.0,1,1.0,0.0,False
457,1,1,-0.0,1,1.0,0.0,False
458,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
459,1,0,-0.0,1,1.0,0.0,False
460,0,0,-0.0,1,1.0,0.0,False
461,1,1,-0.0,1,1.0,0.0,False
462,0,0,-0.0,1,1.0,0.0,False
463,0,0,-0.0,1,1.0,0.0,False
464,1,1,-0.0,1,1.0,0.0,False
465,1,1,-0.0,1,1.0,0.0,False
466,0,0,-0.0,1,1.0,0.0,False
467,0,0,-0.0,1,1.0,0.0,False
468,0,0,-0.0,1,1.0,0.0,False
469,0,0,0.9709505944546686,2,0.6,0.4,True
470,1,1,-0.0,1,1.0,0.0,False
471,1,0,0.8812908992306927,2,0.7,0.30000000000000004,True
472,1,0,-0.0,1,1.0,0.0,False
473,1,1,0.4689955935892812,2,0.9,0.09999999999999998,True
474,0,0,-0.0,1,1.0,0.0,False
475,0,0,-0.0,1,1.0,0.0,False
476,0,1,-0.0,1,1.0,0.0,False
477,0,0,0.7219280948873623,2,0.8,0.19999999999999996,True
478,1,0,-0.0,1,1.0,0.0,False
479,0,0,-0.0,1,1.0,0.0,False
480,0,0,-0.0,1,1.0,0.0,False
481,1,1,0.8812908992306927,2,0.7,0.30000000000000004,True
482,1,0,1.0,2,0.5,0.5,True
483,0,0,-0.0,1,1.0,0.0,False
484,1,1,-0.0,1,1.0,0.0,False
485,1,0,0.8812908992306927,2,0.7,0.30000000000000004,True
486,1,0,-0.0,1,1.0,0.0,False
487,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
488,1,1,-0.0,1,1.0,0.0,False
489,0,0,-0.0,1,1.0,0.0,False
490,0,0,-0.0,1,1.0,0.0,False
491,0,0,-0.0,1,1.0,0.0,False
492,1,1,-0.0,1,1.0,0.0,False
493,1,1,0.7219280948873623,2,0.8,0.19999999999999996,True
494,1,1,-0.0,1,1.0,0.0,False
495,0,1,0.9709505944546686,2,0.6,0.4,True
496,1,1,-0.0,1,1.0,0.0,False
497,0,0,-0.0,1,1.0,0.0,False
498,1,1,-0.0,1,1.0,0.0,False
499,0,0,-0.0,1,1.0,0.0,False
500,0,0,-0.0,1,1.0,0.0,False
501,1,1,-0.0,1,1.0,0.0,False
502,1,0,-0.0,1,1.0,0.0,False
503,1,1,-0.0,1,1.0,0.0,False
504,1,1,-0.0,1,1.0,0.0,False
505,1,1,-0.0,1,1.0,0.0,False
506,0,0,-0.0,1,1.0,0.0,False
507,1,0,-0.0,1,1.0,0.0,False
508,1,1,-0.0,1,1.0,0.0,False
509,1,0,-0.0,1,1.0,0.0,False
510,0,0,-0.0,1,1.0,0.0,False
511,0,0,-0.0,1,1.0,0.0,False
512,1,1,-0.0,1,1.0,0.0,False
513,1,0,-0.0,1,1.0,0.0,False
514,1,1,-0.0,1,1.0,0.0,False
515,1,1,-0.0,1,1.0,0.0,False
516,1,1,-0.0,1,1.0,0.0,False
517,1,1,-0.0,1,1.0,0.0,False
518,0,0,-0.0,1,1.0,0.0,False
519,1,1,-0.0,1,1.0,0.0,False
520,1,1,-0.0,1,1.0,0.0,False
521,0,0,-0.0,1,1.0,0.0,False
522,0,0,-0.0,1,1.0,0.0,False
523,0,0,-0.0,1,1.0,0.0,False
524,1,1,0.7219280948873623,2,0.8,0.19999999999999996,True
525,1,0,-0.0,1,1.0,0.0,False
526,1,1,-0.0,1,1.0,0.0,False
527,0,0,-0.0,1,1.0,0.0,False
528,1,0,-0.0,1,1.0,0.0,False
529,0,0,-0.0,1,1.0,0.0,False
530,1,1,-0.0,1,1.0,0.0,False
531,1,0,0.7219280948873623,2,0.8,0.19999999999999996,True
532,1,0,-0.0,1,1.0,0.0,False
533,0,0,-0.0,1,1.0,0.0,False
534,1,0,-0.0,1,1.0,0.0,False
535,1,1,-0.0,1,1.0,0.0,False
536,0,0,-0.0,1,1.0,0.0,False
537,0,0,-0.0,1,1.0,0.0,False
538,0,0,-0.0,1,1.0,0.0,False
539,0,0,-0.0,1,1.0,0.0,False
540,0,0,-0.0,1,1.0,0.0,False
541,1,1,-0.0,1,1.0,0.0,False
542,0,0,-0.0,1,1.0,0.0,False
543,0,0,-0.0,1,1.0,0.0,False
544,0,0,-0.0,1,1.0,0.0,False
545,1,0,-0.0,1,1.0,0.0,False
546,0,0,-0.0,1,1.0,0.0,False
547,1,1,-0.0,1,1.0,0.0,False
548,1,1,0.8812908992306927,2,0.7,0.30000000000000004,True
549,0,0,-0.0,1,1.0,0.0,False
550,0,0,-0.0,1,1.0,0.0,False
551,1,1,-0.0,1,1.0,0.0,False
552,1,1,-0.0,1,1.0,0.0,False
553,0,0,-0.0,1,1.0,0.0,False
554,0,0,-0.0,1,1.0,0.0,False
555,0,0,0.4689955935892812,2,0.9,0.09999999999999998,True
556,0,0,-0.0,1,1.0,0.0,False
557,1,1,-0.0,1,1.0,0.0,False
558,0,0,-0.0,1,1.0,0.0,False
559,0,0,-0.0,1,1.0,0.0,False
560,0,0,-0.0,1,1.0,0.0,False
561,0,0,-0.0,1,1.0,0.0,False
562,1,1,-0.0,1,1.0,0.0,False
563,1,1,-0.0,1,1.0,0.0,False
564,1,0,0.7219280948873623,2,0.8,0.19999999999999996,True
565,1,1,-0.0,1,1.0,0.0,False
566,0,0,-0.0,1,1.0,0.0,False
567,0,0,-0.0,1,1.0,0.0,False
568,1,1,-0.0,1,1.0,0.0,False
569,0,0,0.9709505944546686,2,0.6,0.4,True
570,0,0,-0.0,1,1.0,0.0,False
571,0,0,-0.0,1,1.0,0.0,False
572,0,0,-0.0,1,1.0,0.0,False
573,0,0,-0.0,1,1.0,0.0,False
574,1,0,-0.0,1,1.0,0.0,False
575,0,0,-0.0,1,1.0,0.0,False
576,1,1,-0.0,1,1.0,0.0,False
577,0,0,-0.0,1,1.0,0.0,False
578,0,0,-0.0,1,1.0,0.0,False
579,0,0,-0.0,1,1.0,0.0,False
580,1,1,-0.0,1,1.0,0.0,False
581,0,0,-0.0,1,1.0,0.0,False
